date,district,gender,age_group,income_level,urban_rural,sales_amt_inr,cost_amt_inr,profit_amt_inr,margin_pct,month
2023-03-05,Bhavnagar,Female,26-35,Lower-middle,Rural,101.51,94.0,7.51,7.4,2023-03
2021-12-18,Vadodara,Male,26-35,Upper-middle,Rural,65.86,62.0,3.86,5.86,2021-12
2023-11-03,Rajkot,Female,66+,Upper-middle,Urban,172.2,139.8,32.4,18.82,2023-11
2022-09-29,Ahmedabad,Female,26-35,Upper-middle,Urban,155.93,153.54,2.39,1.53,2022-09
2024-04-10,Surat,Female,36-50,Low,Urban,113.75,94.65,19.1,16.79,2024-04
2021-08-22,Vadodara,Female,18-25,Low,Urban,93.93,74.26,19.67,20.94,2021-08
2024-04-19,Rajkot,Male,26-35,Middle,Urban,103.4,98.82,4.58,4.43,2024-04
2023-12-11,Other,Male,26-35,High,Urban,179.93,178.78,1.15,0.64,2023-12
2023-02-20,Other,Male,51-65,Lower-middle,Urban,99.58,78.09,21.48,21.57,2023-02
2022-11-12,Other,Female,66+,Upper-middle,Rural,101.49,91.38,10.11,9.96,2022-11
2024-11-19,Surat,Male,51-65,Upper-middle,Rural,142.42,130.66,11.75,8.25,2024-11
2023-07-22,Rajkot,Female,51-65,Lower-middle,Rural,74.2,69.42,4.79,6.45,2023-07
2024-12-23,Other,Male,0-17,Middle,Rural,93.76,83.71,10.05,10.72,2024-12
2024-07-21,Rajkot,Female,51-65,Low,Urban,70.7,67.92,2.78,3.93,2024-07
2023-05-11,Gandhinagar,Female,51-65,Middle,Urban,122.03,101.41,20.61,16.89,2023-05
2024-05-15,Surat,Male,18-25,Middle,Urban,124.5,100.55,23.95,19.24,2024-05
2021-05-28,Rajkot,Female,26-35,Lower-middle,Rural,68.32,61.2,7.13,10.43,2021-05
2021-10-27,Surat,Male,26-35,Middle,Urban,96.17,88.82,7.35,7.64,2021-10
2022-07-03,Other,Female,36-50,Middle,Rural,75.48,64.4,11.08,14.68,2022-07
2023-09-05,Ahmedabad,Female,0-17,Low,Urban,97.87,85.99,11.88,12.14,2023-09
2022-01-18,Other,Female,36-50,Low,Urban,92.86,87.04,5.81,6.26,2022-01
2023-03-11,Ahmedabad,Male,51-65,Low,Rural,27.2,24.19,3.02,11.09,2023-03
2022-06-18,Ahmedabad,Male,0-17,Lower-middle,Rural,55.9,47.65,8.25,14.76,2022-06
2024-06-10,Ahmedabad,Female,18-25,Middle,Urban,88.07,86.31,1.76,2.0,2024-06
2024-02-27,Other,Female,0-17,Upper-middle,Urban,120.47,100.93,19.54,16.22,2024-02
2022-07-24,Other,Male,51-65,Lower-middle,Rural,74.59,68.51,6.08,8.15,2022-07
2023-07-20,Ahmedabad,Female,0-17,Lower-middle,Rural,109.89,96.01,13.89,12.64,2023-07
2021-08-25,Gandhinagar,Male,51-65,Middle,Urban,119.27,108.75,10.52,8.82,2021-08
2023-08-24,Bhavnagar,Female,26-35,Low,Rural,5.0,4.56,0.44,8.9,2023-08
2022-12-02,Other,Female,18-25,Upper-middle,Rural,75.03,67.25,7.77,10.36,2022-12
2023-01-24,Rajkot,Female,0-17,Lower-middle,Urban,75.71,62.73,12.98,17.14,2023-01
2022-07-29,Other,Male,0-17,Low,Rural,23.9,22.71,1.18,4.95,2022-07
2024-06-18,Gandhinagar,Other,18-25,Lower-middle,Rural,40.01,37.9,2.11,5.28,2024-06
2023-08-15,Vadodara,Male,0-17,Lower-middle,Urban,168.74,152.65,16.09,9.53,2023-08
2023-10-14,Ahmedabad,Male,36-50,Lower-middle,Urban,132.24,132.24,0.0,0.0,2023-10
2023-02-10,Other,Male,18-25,Middle,Rural,100.17,93.16,7.01,7.0,2023-02
2021-08-11,Other,Male,0-17,Low,Rural,63.66,57.96,5.7,8.95,2021-08
2024-01-28,Surat,Male,36-50,High,Urban,123.71,106.62,17.1,13.82,2024-01
2022-07-11,Surat,Female,26-35,Upper-middle,Rural,104.65,88.76,15.88,15.18,2022-07
2023-06-30,Ahmedabad,Female,0-17,Middle,Urban,85.06,80.7,4.36,5.13,2023-06
2021-09-30,Other,Female,18-25,Low,Rural,34.9,30.54,4.36,12.5,2021-09
2024-11-23,Other,Female,18-25,Middle,Urban,70.02,65.12,4.9,6.99,2024-11
2022-03-06,Ahmedabad,Other,51-65,Middle,Urban,67.68,62.51,5.17,7.64,2022-03
2022-06-07,Ahmedabad,Male,26-35,Lower-middle,Rural,26.46,23.82,2.64,9.99,2022-06
2023-08-18,Rajkot,Male,36-50,Lower-middle,Urban,106.46,94.02,12.44,11.69,2023-08
2024-10-03,Ahmedabad,Female,36-50,Low,Rural,40.16,35.85,4.31,10.73,2024-10
2023-06-29,Bhavnagar,Female,26-35,Lower-middle,Rural,88.73,85.36,3.37,3.8,2023-06
2022-03-27,Vadodara,Male,0-17,Lower-middle,Rural,92.09,80.8,11.29,12.26,2022-03
2023-10-09,Vadodara,Female,51-65,Low,Rural,66.76,62.27,4.48,6.72,2023-10
2021-02-11,Vadodara,Female,26-35,Lower-middle,Urban,111.93,96.1,15.83,14.14,2021-02
2021-04-04,Ahmedabad,Female,0-17,Middle,Rural,81.69,74.55,7.15,8.75,2021-04
2022-05-01,Other,Female,36-50,Middle,Urban,153.54,134.92,18.61,12.12,2022-05
2022-06-01,Ahmedabad,Female,51-65,High,Rural,126.13,116.19,9.94,7.88,2022-06
2024-03-19,Surat,Female,36-50,Low,Rural,105.43,94.42,11.01,10.44,2024-03
2022-12-18,Ahmedabad,Male,26-35,Low,Urban,106.06,95.05,11.02,10.39,2022-12
2022-05-14,Rajkot,Female,66+,Lower-middle,Rural,120.23,109.89,10.34,8.6,2022-05
2022-01-06,Rajkot,Female,0-17,High,Rural,178.87,164.13,14.74,8.24,2022-01
2023-09-08,Surat,Male,0-17,Middle,Urban,72.8,68.32,4.48,6.15,2023-09
2022-11-30,Ahmedabad,Female,18-25,High,Urban,146.58,129.27,17.32,11.81,2022-11
2022-04-30,Other,Male,0-17,Middle,Urban,96.39,92.6,3.8,3.94,2022-04
2022-10-27,Other,Female,26-35,Lower-middle,Urban,94.64,79.58,15.06,15.91,2022-10
2024-11-07,Bhavnagar,Male,26-35,Low,Urban,131.17,108.61,22.55,17.19,2024-11
2022-09-20,Gandhinagar,Male,18-25,Low,Urban,79.1,67.72,11.39,14.39,2022-09
2023-01-02,Rajkot,Male,0-17,Upper-middle,Urban,122.57,121.93,0.64,0.52,2023-01
2021-07-11,Ahmedabad,Male,26-35,Lower-middle,Urban,117.76,104.66,13.11,11.13,2021-07
2023-04-16,Other,Male,26-35,Lower-middle,Urban,96.54,87.44,9.1,9.43,2023-04
2024-05-29,Other,Male,51-65,Lower-middle,Urban,101.08,91.87,9.21,9.11,2024-05
2023-12-07,Other,Male,0-17,Upper-middle,Rural,111.91,105.2,6.71,5.99,2023-12
2021-05-07,Surat,Female,26-35,Lower-middle,Urban,104.21,100.75,3.46,3.32,2021-05
2022-12-28,Other,Female,18-25,Low,Rural,47.23,39.03,8.21,17.38,2022-12
2023-10-28,Vadodara,Female,0-17,Upper-middle,Rural,113.77,105.78,7.98,7.02,2023-10
2022-11-27,Other,Male,18-25,Upper-middle,Urban,129.73,116.44,13.29,10.24,2022-11
2024-02-14,Surat,Female,51-65,Low,Urban,78.35,77.01,1.34,1.71,2024-02
2022-07-18,Surat,Male,18-25,Middle,Urban,95.09,88.43,6.66,7.0,2022-07
2022-01-01,Ahmedabad,Other,51-65,Lower-middle,Urban,124.84,115.19,9.65,7.73,2022-01
2023-12-06,Gandhinagar,Female,36-50,Upper-middle,Urban,100.47,90.68,9.79,9.74,2023-12
2022-01-28,Other,Male,0-17,Middle,Rural,84.24,74.73,9.51,11.29,2022-01
2023-08-12,Other,Male,18-25,Low,Urban,74.14,71.87,2.27,3.06,2023-08
2021-01-23,Other,Female,0-17,Lower-middle,Urban,161.59,150.9,10.69,6.62,2021-01
2024-02-29,Other,Male,0-17,Low,Rural,97.5,81.39,16.11,16.52,2024-02
2024-02-25,Other,Male,36-50,Lower-middle,Rural,125.23,117.87,7.36,5.88,2024-02
2022-03-21,Gandhinagar,Female,0-17,Middle,Urban,93.0,73.69,19.31,20.77,2022-03
2023-02-16,Bhavnagar,Male,18-25,Lower-middle,Rural,50.2,42.57,7.63,15.19,2023-02
2024-08-25,Vadodara,Female,36-50,Middle,Urban,117.32,111.07,6.25,5.33,2024-08
2022-12-09,Other,Female,36-50,Middle,Urban,145.95,117.19,28.76,19.71,2022-12
2022-03-09,Other,Male,51-65,Upper-middle,Urban,172.12,154.24,17.89,10.39,2022-03
2022-04-18,Ahmedabad,Male,18-25,Low,Urban,44.93,39.05,5.88,13.08,2022-04
2021-02-17,Surat,Female,26-35,Middle,Rural,67.93,60.55,7.38,10.86,2021-02
2024-01-11,Surat,Male,0-17,Middle,Urban,106.1,97.35,8.75,8.25,2024-01
2024-02-07,Bhavnagar,Male,18-25,Lower-middle,Urban,168.4,143.72,24.67,14.65,2024-02
2021-09-20,Other,Female,51-65,Middle,Urban,159.29,143.08,16.2,10.17,2021-09
2023-11-21,Rajkot,Male,0-17,Low,Rural,5.0,4.52,0.48,9.57,2023-11
2021-12-24,Surat,Male,26-35,Lower-middle,Urban,109.15,97.53,11.62,10.64,2021-12
2022-07-22,Ahmedabad,Male,51-65,Upper-middle,Urban,142.65,130.36,12.29,8.61,2022-07
2022-04-25,Vadodara,Female,18-25,Low,Rural,129.6,109.83,19.77,15.25,2022-04
2023-05-17,Ahmedabad,Female,0-17,Low,Urban,110.84,105.69,5.15,4.65,2023-05
2024-04-27,Other,Female,0-17,Low,Rural,37.95,32.51,5.44,14.33,2024-04
2023-10-26,Ahmedabad,Male,51-65,Lower-middle,Rural,106.21,92.46,13.75,12.95,2023-10
2024-08-02,Other,Male,51-65,Middle,Urban,144.29,124.06,20.23,14.02,2024-08
2024-11-18,Vadodara,Female,0-17,Low,Urban,90.26,80.49,9.77,10.82,2024-11
2022-12-09,Bhavnagar,Female,36-50,Low,Urban,94.14,80.96,13.18,14.0,2022-12
2022-03-02,Ahmedabad,Male,66+,Low,Rural,60.49,57.59,2.9,4.79,2022-03
2023-11-17,Other,Female,18-25,Lower-middle,Urban,138.66,129.64,9.02,6.51,2023-11
2021-05-07,Rajkot,Female,36-50,Upper-middle,Urban,76.62,69.68,6.94,9.06,2021-05
2021-05-15,Surat,Female,18-25,Lower-middle,Rural,88.18,74.39,13.8,15.65,2021-05
2021-11-27,Other,Female,26-35,Middle,Rural,129.22,112.46,16.75,12.97,2021-11
2022-01-27,Surat,Male,18-25,Low,Rural,99.89,87.29,12.6,12.61,2022-01
2021-01-08,Bhavnagar,Female,36-50,Low,Rural,46.33,42.59,3.74,8.08,2021-01
2022-09-05,Rajkot,Male,36-50,Low,Urban,64.95,58.07,6.88,10.59,2022-09
2024-07-08,Rajkot,Female,36-50,Low,Rural,83.99,77.17,6.82,8.12,2024-07
2024-05-07,Gandhinagar,Female,51-65,Lower-middle,Urban,160.71,150.66,10.05,6.26,2024-05
2022-08-21,Surat,Female,0-17,Low,Rural,39.13,34.07,5.06,12.92,2022-08
2022-01-21,Other,Female,18-25,Lower-middle,Urban,150.41,137.46,12.95,8.61,2022-01
2022-04-17,Vadodara,Male,0-17,Low,Rural,83.01,69.92,13.08,15.76,2022-04
2021-06-28,Other,Female,26-35,Middle,Rural,78.66,78.29,0.37,0.47,2021-06
2022-03-26,Bhavnagar,Male,26-35,Low,Rural,93.13,86.97,6.16,6.61,2022-03
2024-06-17,Bhavnagar,Male,18-25,Middle,Urban,91.26,80.26,11.0,12.05,2024-06
2023-03-26,Rajkot,Female,66+,Lower-middle,Rural,116.67,102.47,14.2,12.17,2023-03
2024-04-21,Surat,Female,36-50,Middle,Rural,149.39,133.35,16.04,10.74,2024-04
2021-12-24,Bhavnagar,Male,0-17,Lower-middle,Rural,80.18,73.95,6.24,7.78,2021-12
2022-01-11,Surat,Female,26-35,Low,Rural,44.79,42.88,1.91,4.26,2022-01
2022-12-03,Rajkot,Female,51-65,High,Rural,155.11,142.08,13.04,8.41,2022-12
2023-04-18,Other,Female,0-17,Lower-middle,Rural,147.32,132.25,15.07,10.23,2023-04
2022-06-22,Gandhinagar,Male,26-35,Middle,Rural,64.21,54.74,9.47,14.74,2022-06
2023-02-21,Other,Female,36-50,Upper-middle,Urban,87.66,81.8,5.86,6.69,2023-02
2021-03-23,Ahmedabad,Female,0-17,Low,Urban,125.05,115.9,9.15,7.32,2021-03
2024-10-13,Other,Female,51-65,Lower-middle,Urban,120.48,102.58,17.91,14.86,2024-10
2021-07-04,Bhavnagar,Female,0-17,Low,Rural,131.47,116.48,14.99,11.4,2021-07
2021-10-15,Ahmedabad,Female,26-35,Lower-middle,Urban,97.33,86.98,10.35,10.63,2021-10
2023-12-22,Surat,Female,66+,Middle,Rural,126.43,116.22,10.2,8.07,2023-12
2023-06-02,Surat,Female,26-35,Upper-middle,Rural,103.01,90.2,12.81,12.44,2023-06
2022-05-22,Ahmedabad,Female,51-65,Low,Urban,104.78,98.1,6.69,6.38,2022-05
2021-01-30,Other,Male,51-65,Lower-middle,Rural,81.96,69.14,12.82,15.64,2021-01
2023-07-25,Ahmedabad,Male,26-35,Low,Urban,128.34,113.8,14.54,11.33,2023-07
2021-01-31,Vadodara,Female,51-65,Middle,Rural,106.15,94.4,11.76,11.08,2021-01
2024-08-09,Other,Male,0-17,Low,Rural,110.1,96.74,13.36,12.13,2024-08
2024-04-11,Rajkot,Male,18-25,Upper-middle,Rural,140.89,134.05,6.84,4.86,2024-04
2024-02-26,Ahmedabad,Female,51-65,Lower-middle,Urban,156.76,139.14,17.63,11.24,2024-02
2021-03-27,Other,Female,26-35,Upper-middle,Urban,82.39,71.41,10.97,13.32,2021-03
2024-08-31,Ahmedabad,Male,36-50,Lower-middle,Urban,127.8,100.14,27.66,21.64,2024-08
2021-01-28,Vadodara,Female,0-17,Lower-middle,Urban,131.04,106.8,24.25,18.5,2021-01
2021-05-02,Other,Female,36-50,Low,Urban,98.35,87.34,11.01,11.2,2021-05
2024-06-28,Other,Female,51-65,Lower-middle,Urban,89.11,75.48,13.63,15.3,2024-06
2022-07-27,Other,Male,36-50,Middle,Urban,97.93,90.51,7.42,7.58,2022-07
2022-02-07,Ahmedabad,Female,66+,Lower-middle,Rural,86.96,79.06,7.9,9.09,2022-02
2022-11-14,Other,Female,36-50,Low,Urban,93.71,82.78,10.93,11.67,2022-11
2021-09-29,Other,Female,18-25,Lower-middle,Urban,160.53,147.24,13.29,8.28,2021-09
2023-04-17,Surat,Male,18-25,Lower-middle,Rural,92.27,82.28,9.99,10.83,2023-04
2021-04-23,Ahmedabad,Female,36-50,Lower-middle,Urban,124.38,111.22,13.17,10.59,2021-04
2024-11-18,Other,Female,0-17,Lower-middle,Urban,92.52,86.44,6.08,6.57,2024-11
2021-01-19,Ahmedabad,Female,26-35,Lower-middle,Urban,89.05,77.81,11.24,12.63,2021-01
2022-08-28,Surat,Female,26-35,Lower-middle,Rural,106.13,96.84,9.3,8.76,2022-08
2022-04-10,Bhavnagar,Male,36-50,Low,Rural,53.78,51.69,2.08,3.87,2022-04
2022-11-22,Rajkot,Male,18-25,Low,Rural,55.41,46.37,9.04,16.32,2022-11
2023-10-08,Rajkot,Female,51-65,Low,Urban,69.05,65.38,3.67,5.32,2023-10
2024-04-29,Rajkot,Female,51-65,Lower-middle,Urban,102.17,91.21,10.96,10.73,2024-04
2023-10-11,Bhavnagar,Male,26-35,Low,Urban,70.88,62.75,8.13,11.47,2023-10
2021-06-12,Ahmedabad,Male,36-50,Middle,Urban,71.37,66.64,4.73,6.63,2021-06
2022-11-30,Gandhinagar,Male,18-25,Low,Urban,65.9,58.24,7.66,11.63,2022-11
2021-10-22,Other,Male,18-25,Low,Rural,25.74,24.29,1.45,5.63,2021-10
2022-08-02,Ahmedabad,Male,18-25,Upper-middle,Urban,124.42,115.88,8.54,6.86,2022-08
2024-01-02,Surat,Female,26-35,Middle,Rural,59.74,54.09,5.65,9.46,2024-01
2022-12-02,Rajkot,Female,51-65,Upper-middle,Rural,133.65,117.78,15.87,11.88,2022-12
2024-08-25,Ahmedabad,Female,18-25,Low,Rural,67.1,55.05,12.05,17.95,2024-08
2021-10-29,Rajkot,Female,18-25,Low,Rural,56.31,45.96,10.34,18.37,2021-10
2024-08-24,Surat,Female,18-25,Lower-middle,Rural,122.25,109.31,12.93,10.58,2024-08
2021-05-04,Other,Male,18-25,Lower-middle,Urban,143.25,134.0,9.26,6.46,2021-05
2022-10-31,Ahmedabad,Female,36-50,Low,Rural,33.97,31.73,2.23,6.57,2022-10
2024-07-08,Surat,Male,26-35,Low,Urban,86.55,71.53,15.02,17.36,2024-07
2021-07-14,Rajkot,Male,26-35,Low,Urban,69.13,65.88,3.25,4.7,2021-07
2023-04-22,Ahmedabad,Male,36-50,Upper-middle,Rural,141.24,130.05,11.19,7.92,2023-04
2021-12-17,Other,Male,36-50,High,Urban,169.09,158.41,10.68,6.32,2021-12
2022-05-04,Ahmedabad,Male,26-35,Upper-middle,Urban,116.8,105.96,10.85,9.29,2022-05
2021-07-19,Gandhinagar,Male,0-17,Lower-middle,Rural,95.0,90.39,4.61,4.85,2021-07
2023-06-03,Rajkot,Male,51-65,Low,Urban,116.71,111.98,4.73,4.05,2023-06
2022-05-23,Ahmedabad,Female,0-17,Upper-middle,Rural,99.22,86.61,12.61,12.71,2022-05
2023-06-17,Surat,Female,51-65,Lower-middle,Urban,129.44,112.14,17.29,13.36,2023-06
2022-03-22,Bhavnagar,Female,36-50,Lower-middle,Urban,106.8,87.61,19.18,17.96,2022-03
2021-03-21,Other,Male,51-65,Upper-middle,Urban,127.13,115.2,11.93,9.39,2021-03
2023-01-15,Ahmedabad,Male,51-65,Low,Urban,87.39,85.41,1.98,2.26,2023-01
2022-11-29,Bhavnagar,Male,0-17,Upper-middle,Rural,72.9,70.17,2.73,3.74,2022-11
2023-07-20,Rajkot,Female,26-35,Lower-middle,Urban,79.95,70.13,9.82,12.29,2023-07
2022-10-16,Other,Female,0-17,High,Rural,128.11,126.19,1.92,1.5,2022-10
2023-06-21,Vadodara,Male,18-25,Lower-middle,Urban,70.13,61.97,8.17,11.65,2023-06
2021-09-29,Other,Male,0-17,Low,Urban,97.63,90.69,6.94,7.11,2021-09
2024-09-28,Other,Male,26-35,Upper-middle,Rural,130.94,123.8,7.15,5.46,2024-09
2021-05-04,Rajkot,Male,36-50,Middle,Rural,110.44,92.99,17.45,15.8,2021-05
2024-05-31,Ahmedabad,Male,26-35,High,Urban,207.67,186.4,21.27,10.24,2024-05
2022-11-17,Other,Male,18-25,Lower-middle,Rural,100.37,93.25,7.12,7.1,2022-11
2022-10-14,Other,Male,18-25,High,Urban,164.66,154.6,10.06,6.11,2022-10
2021-10-24,Gandhinagar,Female,18-25,Lower-middle,Urban,111.35,86.84,24.52,22.02,2021-10
2024-02-17,Other,Female,0-17,High,Urban,212.06,185.96,26.09,12.3,2024-02
2023-02-26,Vadodara,Female,26-35,Upper-middle,Urban,97.58,86.6,10.98,11.25,2023-02
2024-01-05,Gandhinagar,Female,36-50,Lower-middle,Urban,132.95,129.53,3.42,2.57,2024-01
2022-09-13,Ahmedabad,Male,51-65,Lower-middle,Rural,83.98,73.19,10.79,12.85,2022-09
2023-08-31,Other,Male,0-17,Upper-middle,Urban,104.62,90.84,13.79,13.18,2023-08
2023-05-31,Surat,Male,0-17,Middle,Rural,146.98,144.23,2.75,1.87,2023-05
2024-07-05,Other,Female,36-50,Lower-middle,Rural,69.73,62.48,7.25,10.4,2024-07
2021-12-17,Surat,Female,26-35,Middle,Urban,73.0,64.44,8.56,11.72,2021-12
2024-07-24,Rajkot,Male,18-25,Lower-middle,Urban,143.83,123.99,19.84,13.8,2024-07
2021-09-12,Vadodara,Male,36-50,Lower-middle,Urban,121.93,111.96,9.97,8.17,2021-09
2024-07-11,Other,Female,26-35,Upper-middle,Rural,99.41,89.68,9.73,9.79,2024-07
2022-11-10,Other,Male,26-35,Middle,Rural,41.23,37.05,4.17,10.12,2022-11
2021-01-29,Surat,Female,18-25,Low,Rural,71.85,57.7,14.14,19.69,2021-01
2022-04-12,Bhavnagar,Female,18-25,Low,Rural,102.87,89.42,13.45,13.07,2022-04
2023-11-25,Other,Male,51-65,Lower-middle,Urban,120.45,120.45,0.0,0.0,2023-11
2023-01-19,Other,Female,36-50,Middle,Urban,114.69,98.88,15.82,13.79,2023-01
2024-08-10,Ahmedabad,Male,18-25,Middle,Rural,73.26,69.23,4.03,5.5,2024-08
2022-08-25,Gandhinagar,Male,66+,Low,Urban,83.51,79.18,4.32,5.18,2022-08
2024-05-11,Rajkot,Female,0-17,Middle,Urban,104.45,86.03,18.42,17.64,2024-05
2023-01-10,Ahmedabad,Male,26-35,Lower-middle,Rural,41.62,38.94,2.68,6.44,2023-01
2023-07-20,Ahmedabad,Male,66+,Middle,Urban,74.23,63.84,10.39,14.0,2023-07
2023-12-28,Other,Male,51-65,Middle,Urban,94.54,82.11,12.43,13.14,2023-12
2021-05-11,Surat,Male,26-35,Low,Rural,102.03,92.07,9.97,9.77,2021-05
2021-04-21,Other,Male,36-50,Middle,Rural,34.83,32.78,2.05,5.89,2021-04
2022-06-08,Ahmedabad,Male,26-35,Middle,Urban,106.04,97.53,8.51,8.02,2022-06
2024-08-04,Ahmedabad,Male,26-35,Upper-middle,Urban,166.09,142.09,24.0,14.45,2024-08
2022-11-18,Other,Male,36-50,Middle,Urban,80.73,75.59,5.14,6.36,2022-11
2023-04-11,Ahmedabad,Female,26-35,Lower-middle,Rural,49.12,46.66,2.46,5.0,2023-04
2022-10-28,Other,Male,36-50,Lower-middle,Urban,103.3,103.3,0.0,0.0,2022-10
2023-12-03,Surat,Female,18-25,Lower-middle,Rural,64.96,59.24,5.72,8.8,2023-12
2023-05-25,Other,Male,18-25,Upper-middle,Rural,141.64,138.92,2.73,1.93,2023-05
2024-08-10,Ahmedabad,Male,18-25,Middle,Urban,31.47,29.51,1.96,6.23,2024-08
2021-10-12,Ahmedabad,Male,51-65,Upper-middle,Urban,102.88,92.51,10.37,10.08,2021-10
2023-04-03,Other,Female,36-50,Low,Urban,36.54,33.62,2.91,7.97,2023-04
2022-07-18,Surat,Male,51-65,Middle,Urban,144.09,135.23,8.86,6.15,2022-07
2021-01-19,Bhavnagar,Male,51-65,Low,Urban,103.1,96.07,7.03,6.82,2021-01
2022-07-01,Ahmedabad,Male,0-17,Lower-middle,Rural,96.22,86.75,9.47,9.84,2022-07
2021-02-17,Other,Female,0-17,Middle,Rural,72.67,64.5,8.17,11.24,2021-02
2021-08-07,Ahmedabad,Female,26-35,Upper-middle,Rural,71.27,57.69,13.58,19.06,2021-08
2023-02-05,Rajkot,Male,18-25,Lower-middle,Rural,144.08,137.14,6.94,4.82,2023-02
2024-04-26,Surat,Female,0-17,Lower-middle,Rural,55.91,48.96,6.95,12.42,2024-04
2021-01-31,Ahmedabad,Male,51-65,Lower-middle,Rural,79.38,69.45,9.93,12.51,2021-01
2021-09-16,Ahmedabad,Female,51-65,Lower-middle,Urban,185.2,166.34,18.86,10.18,2021-09
2024-09-29,Surat,Female,0-17,Lower-middle,Rural,50.01,44.32,5.69,11.38,2024-09
2021-11-04,Rajkot,Male,26-35,Upper-middle,Urban,136.48,124.62,11.86,8.69,2021-11
2023-12-31,Surat,Male,66+,Lower-middle,Urban,99.61,85.29,14.33,14.38,2023-12
2021-11-03,Rajkot,Male,26-35,Lower-middle,Urban,111.25,95.58,15.67,14.09,2021-11
2022-07-22,Other,Female,26-35,Lower-middle,Rural,48.62,44.92,3.7,7.6,2022-07
2024-01-28,Other,Male,26-35,Lower-middle,Urban,96.48,90.17,6.3,6.53,2024-01
2021-01-21,Surat,Female,0-17,Upper-middle,Urban,136.51,131.92,4.59,3.36,2021-01
2023-10-27,Surat,Female,0-17,Low,Urban,70.71,64.02,6.69,9.47,2023-10
2021-08-19,Other,Male,51-65,Low,Urban,51.46,43.1,8.36,16.25,2021-08
2021-03-23,Other,Female,18-25,Middle,Urban,123.73,102.76,20.97,16.95,2021-03
2023-08-16,Rajkot,Female,18-25,Upper-middle,Urban,124.42,116.55,7.86,6.32,2023-08
2021-08-05,Other,Male,0-17,High,Rural,166.49,144.3,22.2,13.33,2021-08
2021-12-01,Ahmedabad,Female,26-35,Middle,Urban,134.63,115.97,18.66,13.86,2021-12
2022-07-13,Surat,Male,36-50,Lower-middle,Urban,138.73,125.57,13.16,9.49,2022-07
2023-05-14,Gandhinagar,Male,26-35,Lower-middle,Rural,100.25,90.89,9.36,9.33,2023-05
2023-05-24,Other,Female,0-17,Low,Rural,67.46,62.66,4.8,7.12,2023-05
2023-01-23,Ahmedabad,Female,26-35,Upper-middle,Rural,137.82,123.46,14.36,10.42,2023-01
2022-08-17,Rajkot,Female,26-35,Middle,Urban,116.51,102.08,14.43,12.39,2022-08
2022-12-05,Other,Male,18-25,Lower-middle,Urban,121.3,97.1,24.19,19.95,2022-12
2023-07-14,Ahmedabad,Male,36-50,Middle,Urban,125.91,122.17,3.75,2.98,2023-07
2022-07-07,Other,Male,51-65,Low,Urban,69.25,60.76,8.49,12.26,2022-07
2023-02-22,Gandhinagar,Female,36-50,Middle,Rural,104.78,94.68,10.1,9.64,2023-02
2021-03-28,Ahmedabad,Female,0-17,Low,Rural,31.95,26.7,5.25,16.45,2021-03
2022-05-28,Other,Male,36-50,Lower-middle,Urban,42.04,37.6,4.44,10.56,2022-05
2023-09-11,Other,Male,0-17,Middle,Urban,112.51,104.92,7.6,6.75,2023-09
2023-10-06,Surat,Female,26-35,Upper-middle,Urban,128.11,119.83,8.29,6.47,2023-10
2022-08-10,Vadodara,Female,66+,Low,Urban,61.07,57.52,3.55,5.82,2022-08
2022-05-13,Vadodara,Female,66+,Middle,Urban,86.73,80.73,6.0,6.92,2022-05
2023-06-26,Other,Female,51-65,Middle,Rural,112.81,109.4,3.41,3.02,2023-06
2023-08-14,Surat,Female,26-35,Middle,Urban,113.54,101.06,12.48,10.99,2023-08
2023-01-13,Gandhinagar,Male,36-50,Low,Urban,119.54,107.36,12.17,10.18,2023-01
2022-03-25,Rajkot,Male,0-17,Lower-middle,Urban,51.93,43.45,8.48,16.32,2022-03
2022-08-11,Other,Female,51-65,Upper-middle,Urban,139.0,127.64,11.36,8.17,2022-08
2021-09-17,Other,Female,26-35,Low,Rural,73.7,64.61,9.1,12.34,2021-09
2024-05-08,Other,Female,26-35,Upper-middle,Urban,122.27,112.11,10.16,8.31,2024-05
2022-04-08,Ahmedabad,Male,26-35,Lower-middle,Rural,85.02,77.49,7.53,8.86,2022-04
2021-04-04,Other,Male,26-35,Middle,Rural,124.49,98.72,25.77,20.7,2021-04
2023-10-18,Vadodara,Female,26-35,Lower-middle,Rural,32.26,31.2,1.06,3.28,2023-10
2024-10-07,Other,Female,26-35,Lower-middle,Urban,155.34,136.1,19.24,12.38,2024-10
2024-02-06,Other,Male,51-65,Middle,Urban,152.07,128.44,23.64,15.54,2024-02
2021-12-21,Ahmedabad,Female,51-65,High,Rural,121.96,120.2,1.76,1.44,2021-12
2022-04-14,Other,Female,18-25,High,Rural,149.0,123.81,25.18,16.9,2022-04
2021-04-05,Ahmedabad,Male,0-17,Upper-middle,Urban,96.54,84.38,12.16,12.6,2021-04
2023-05-18,Ahmedabad,Male,26-35,Low,Urban,89.89,78.8,11.09,12.34,2023-05
2021-04-01,Ahmedabad,Female,0-17,Middle,Rural,117.66,104.53,13.13,11.16,2021-04
2023-12-04,Other,Female,36-50,Upper-middle,Urban,108.2,98.57,9.63,8.9,2023-12
2023-08-13,Vadodara,Male,0-17,Lower-middle,Rural,38.32,34.14,4.18,10.92,2023-08
