Customer_ID,Age_Group,Gender,Region,Annual_Income_£k
2483,45-54,Male,North England,20-40
2484,65+,Male,North England,<20
2485,25-34,Female,Wales,40-60
2486,25-34,Female,Scotland,40-60
2487,55-64,Male,South England,40-60
2488,35-44,Male,North England,80+
2489,55-64,Female,London,20-40
2490,65+,Female,Wales,<20
2491,18-24,Female,Midlands,<20
2492,65+,Other,Wales,20-40
2493,35-44,Male,Midlands,<20
2494,45-54,Male,Scotland,40-60
2495,45-54,Female,South England,20-40
2496,65+,Female,South England,20-40
2497,18-24,Male,Midlands,60-80
2498,35-44,Male,London,20-40
2499,45-54,Female,Midlands,40-60
2500,55-64,Male,Midlands,20-40
2501,45-54,Male,South England,40-60
2502,25-34,Female,North England,80+
2503,35-44,Female,London,<20
2504,35-44,Female,South England,40-60
2505,55-64,Male,Wales,60-80
2506,25-34,Female,Midlands,40-60
2507,25-34,Female,North England,20-40
2508,65+,Female,London,20-40
2509,18-24,Female,Scotland,40-60
2510,65+,Male,London,80+
2511,45-54,Male,London,<20
2512,55-64,Male,Midlands,<20
2513,35-44,Male,Midlands,20-40
2514,18-24,Female,Scotland,20-40
2515,55-64,Female,Scotland,20-40
2516,55-64,Female,Scotland,20-40
2517,55-64,Female,South England,20-40
2518,25-34,Male,South England,<20
2519,55-64,Male,Midlands,80+
2520,55-64,Male,Midlands,<20
2521,45-54,Male,Scotland,20-40
2522,55-64,Male,South England,20-40
2523,55-64,Female,North England,80+
2524,45-54,Other,South England,60-80
2525,18-24,Male,Midlands,60-80
2526,35-44,Male,South England,<20
2527,18-24,Female,Midlands,60-80
2528,35-44,Male,Scotland,20-40
2529,35-44,Female,Scotland,20-40
2530,18-24,Female,Scotland,40-60
2531,35-44,Female,North England,60-80
2532,25-34,Male,North England,60-80
2533,55-64,Female,Midlands,80+
2534,65+,Male,London,80+
2535,18-24,Female,Wales,20-40
2536,65+,Male,North England,20-40
2537,45-54,Male,Midlands,<20
2538,35-44,Female,South England,60-80
2539,18-24,Female,Scotland,20-40
2540,45-54,Female,Scotland,60-80
2541,55-64,Female,Scotland,20-40
2542,55-64,Female,Midlands,20-40
2543,18-24,Male,Scotland,<20
2544,18-24,Female,North England,20-40
2545,35-44,Female,South England,80+
2546,35-44,Female,Scotland,<20
2547,25-34,Female,Midlands,20-40
2548,35-44,Male,South England,<20
2549,55-64,Female,Scotland,20-40
2550,65+,Male,London,20-40
2551,35-44,Male,Scotland,20-40
2552,65+,Female,Wales,60-80
2553,35-44,Male,North England,20-40
2554,35-44,Female,South England,20-40
2555,25-34,Male,North England,40-60
2556,45-54,Male,London,<20
2557,65+,Female,London,20-40
2558,45-54,Female,Wales,40-60
2559,35-44,Female,North England,20-40
2560,45-54,Female,South England,40-60
2561,25-34,Female,London,40-60
2562,65+,Male,London,60-80
2563,45-54,Male,Scotland,80+
2564,35-44,Male,Wales,<20
2565,45-54,Female,Midlands,20-40
2566,45-54,Female,London,20-40
2567,18-24,Male,South England,20-40
2568,45-54,Female,South England,60-80
2569,25-34,Female,Scotland,60-80
2570,55-64,Male,South England,40-60
2571,55-64,Male,Scotland,40-60
2572,55-64,Female,London,<20
2573,45-54,Female,London,40-60
2574,45-54,Female,London,60-80
2575,25-34,Male,London,40-60
2576,55-64,Other,Midlands,20-40
2577,25-34,Male,Wales,40-60
2578,35-44,Male,Wales,20-40
2579,35-44,Other,Midlands,40-60
2580,25-34,Male,London,40-60
2581,45-54,Female,South England,20-40
2582,18-24,Male,Scotland,60-80
2583,55-64,Female,Wales,80+
2584,35-44,Female,North England,<20
2585,18-24,Male,Scotland,80+
2586,45-54,Female,North England,40-60
2587,18-24,Male,North England,60-80
2588,25-34,Female,London,60-80
2589,55-64,Male,North England,40-60
2590,18-24,Male,London,60-80
2591,55-64,Male,Midlands,20-40
2592,18-24,Male,South England,20-40
2593,25-34,Female,North England,40-60
2594,55-64,Male,South England,60-80
2595,35-44,Male,London,80+
2596,25-34,Male,North England,40-60
2597,35-44,Male,Scotland,40-60
2598,25-34,Female,Midlands,20-40
2599,55-64,Female,Wales,80+
2600,35-44,Male,Midlands,20-40
2601,55-64,Female,North England,60-80
2602,65+,Female,Midlands,40-60
2603,35-44,Male,Wales,40-60
2604,65+,Female,Scotland,20-40
2605,35-44,Female,South England,80+
2606,65+,Female,Scotland,40-60
2607,18-24,Female,Midlands,80+
2608,45-54,Male,Wales,<20
2609,35-44,Female,South England,40-60
2610,35-44,Female,Wales,60-80
2611,45-54,Female,Scotland,60-80
2612,55-64,Female,London,80+
2613,18-24,Male,London,<20
2614,25-34,Other,South England,<20
2615,55-64,Female,South England,40-60
2616,45-54,Male,South England,<20
2617,65+,Male,London,80+
2618,55-64,Female,Scotland,20-40
2619,65+,Male,South England,40-60
2620,55-64,Male,London,<20
2621,35-44,Male,South England,40-60
2622,25-34,Male,South England,20-40
2623,55-64,Male,Wales,<20
2624,45-54,Male,South England,20-40
2625,18-24,Male,London,20-40
2626,35-44,Female,Scotland,80+
2627,65+,Female,London,20-40
2628,45-54,Male,London,40-60
2629,35-44,Male,South England,80+
2630,35-44,Female,Wales,60-80
2631,25-34,Male,North England,80+
2632,35-44,Male,North England,80+
2633,35-44,Male,North England,40-60
2634,18-24,Female,London,40-60
2635,55-64,Female,South England,<20
2636,35-44,Female,North England,20-40
2637,55-64,Female,Midlands,60-80
2638,55-64,Female,Midlands,40-60
2639,25-34,Male,Midlands,60-80
2640,45-54,Female,Scotland,60-80
2641,35-44,Male,South England,20-40
2642,65+,Female,London,60-80
2643,25-34,Female,London,40-60
2644,45-54,Female,South England,20-40
2645,45-54,Male,Wales,60-80
2646,35-44,Male,Wales,20-40
2647,25-34,Female,Scotland,60-80
2648,45-54,Female,South England,40-60
2649,55-64,Female,Wales,20-40
2650,35-44,Male,Scotland,60-80
2651,45-54,Female,North England,40-60
2652,35-44,Female,North England,20-40
2653,55-64,Female,Scotland,<20
2654,25-34,Female,South England,80+
2655,65+,Female,North England,<20
2656,35-44,Female,South England,60-80
2657,35-44,Female,Wales,20-40
2658,18-24,Female,North England,40-60
2659,25-34,Male,Wales,80+
2660,45-54,Male,South England,20-40
2661,25-34,Female,South England,40-60
2662,55-64,Female,Midlands,60-80
2663,18-24,Female,Scotland,60-80
2664,35-44,Female,London,40-60
2665,35-44,Male,Scotland,40-60
2666,18-24,Female,South England,60-80
2667,25-34,Female,South England,60-80
2668,35-44,Male,Scotland,60-80
2669,35-44,Male,South England,20-40
2670,35-44,Female,Wales,80+
2671,45-54,Male,North England,20-40
2672,45-54,Female,South England,<20
2673,18-24,Male,Scotland,20-40
2674,35-44,Female,Scotland,<20
2675,65+,Female,Scotland,<20
2676,45-54,Female,Midlands,20-40
2677,45-54,Male,Wales,<20
2678,35-44,Female,Wales,40-60
2679,55-64,Male,Midlands,<20
2680,55-64,Male,Wales,20-40
2681,45-54,Other,Midlands,<20
2682,65+,Female,Wales,<20
2683,25-34,Female,Midlands,20-40
2684,18-24,Male,Midlands,40-60
2685,55-64,Male,Wales,80+
2686,55-64,Male,Midlands,60-80
2687,25-34,Female,Wales,60-80
2688,25-34,Female,Midlands,20-40
2689,18-24,Female,Scotland,20-40
2690,35-44,Female,London,<20
2691,55-64,Male,Wales,60-80
2692,45-54,Male,Midlands,<20
2693,35-44,Male,Scotland,40-60
2694,35-44,Male,London,20-40
2695,18-24,Male,Midlands,20-40
2696,35-44,Female,London,80+
2697,45-54,Male,Wales,60-80
2698,65+,Female,London,60-80
2699,55-64,Male,North England,40-60
2700,18-24,Other,South England,60-80
2701,65+,Female,North England,40-60
2702,55-64,Female,Wales,80+
2703,55-64,Male,Wales,20-40
2704,35-44,Female,London,40-60
2705,35-44,Female,Scotland,40-60
2706,35-44,Male,Midlands,20-40
2707,18-24,Male,South England,60-80
2708,25-34,Male,Midlands,80+
2709,25-34,Female,Scotland,40-60
2710,35-44,Female,Wales,20-40
2711,55-64,Female,South England,40-60
2712,35-44,Male,North England,60-80
2713,18-24,Male,Wales,40-60
2714,65+,Female,Wales,<20
2715,65+,Male,London,40-60
2716,55-64,Female,Scotland,<20
2717,65+,Female,London,60-80
2718,45-54,Male,London,20-40
2719,65+,Female,Midlands,40-60
2720,18-24,Male,Wales,60-80
2721,35-44,Female,Scotland,<20
2722,25-34,Male,London,20-40
2723,25-34,Female,North England,20-40
2724,25-34,Male,South England,20-40
2725,45-54,Male,Scotland,20-40
2726,55-64,Female,Midlands,80+
2727,45-54,Male,Scotland,60-80
2728,25-34,Female,Wales,80+
2729,55-64,Male,Midlands,80+
2730,45-54,Female,South England,20-40
2731,35-44,Male,North England,20-40
2732,45-54,Female,London,20-40
2733,25-34,Male,Scotland,60-80
2734,35-44,Male,Midlands,40-60
2735,65+,Male,South England,20-40
2736,35-44,Female,London,20-40
2737,35-44,Male,South England,40-60
2738,65+,Female,North England,40-60
2739,55-64,Female,London,80+
2740,18-24,Male,London,20-40
2741,25-34,Female,London,80+
2742,18-24,Male,Midlands,20-40
2743,45-54,Male,London,60-80
2744,35-44,Female,South England,80+
2745,25-34,Female,Midlands,80+
2746,65+,Female,London,<20
2747,45-54,Male,South England,20-40
2748,25-34,Male,South England,40-60
2749,45-54,Male,Scotland,20-40
2750,45-54,Female,South England,40-60
2751,18-24,Female,Wales,80+
2752,25-34,Female,North England,<20
2753,55-64,Male,London,40-60
2754,35-44,Male,London,20-40
2755,45-54,Male,London,80+
2756,35-44,Male,South England,80+
2757,18-24,Male,South England,40-60
2758,25-34,Female,London,<20
2759,35-44,Female,Wales,60-80
2760,25-34,Female,Midlands,40-60
2761,18-24,Male,Midlands,20-40
2762,55-64,Male,North England,80+
2763,65+,Female,Scotland,80+
2764,55-64,Male,North England,40-60
2765,55-64,Female,London,40-60
2766,25-34,Female,London,20-40
2767,65+,Male,London,40-60
2768,25-34,Female,Scotland,20-40
2769,65+,Male,South England,20-40
2770,65+,Female,Scotland,<20
2771,55-64,Female,North England,20-40
2772,65+,Male,South England,20-40
2773,45-54,Male,South England,40-60
2774,25-34,Female,North England,40-60
2775,35-44,Female,South England,40-60
2776,45-54,Male,Midlands,20-40
2777,18-24,Female,North England,20-40
2778,45-54,Male,North England,60-80
2779,65+,Male,Midlands,40-60
2780,25-34,Male,Scotland,80+
2781,55-64,Male,Scotland,20-40
2782,65+,Male,Scotland,40-60
2783,65+,Other,South England,<20
2784,65+,Male,Midlands,40-60
2785,45-54,Male,North England,60-80
2786,65+,Male,North England,80+
2787,55-64,Female,North England,80+
2788,25-34,Female,South England,20-40
2789,35-44,Male,South England,40-60
2790,55-64,Male,Wales,40-60
2791,25-34,Male,Scotland,40-60
2792,45-54,Male,Wales,20-40
2793,45-54,Male,Wales,60-80
2794,25-34,Male,South England,80+
2795,45-54,Male,Scotland,20-40
2796,55-64,Female,Scotland,20-40
2797,35-44,Male,North England,<20
2798,18-24,Female,South England,40-60
2799,18-24,Female,Scotland,20-40
2800,35-44,Female,Wales,80+
2801,65+,Male,Midlands,40-60
2802,25-34,Male,Midlands,40-60
2803,45-54,Male,South England,40-60
2804,25-34,Female,North England,<20
2805,35-44,Male,North England,80+
2806,55-64,Female,Scotland,40-60
2807,55-64,Female,South England,80+
2808,18-24,Male,Midlands,40-60
2809,35-44,Female,Wales,60-80
2810,18-24,Male,Scotland,<20
2811,35-44,Male,Wales,40-60
2812,45-54,Male,Scotland,60-80
2813,25-34,Male,London,60-80
2814,35-44,Female,Wales,60-80
2815,35-44,Male,South England,20-40
2816,65+,Male,Wales,80+
2817,65+,Female,Wales,80+
2818,18-24,Female,Scotland,<20
2819,55-64,Male,Midlands,80+
2820,35-44,Female,London,20-40
2821,35-44,Female,Wales,40-60
2822,55-64,Male,Midlands,20-40
2823,65+,Male,North England,80+
2824,65+,Male,London,<20
2825,45-54,Female,London,40-60
2826,35-44,Female,Scotland,20-40
2827,55-64,Female,Wales,20-40
2828,25-34,Female,North England,40-60
2829,45-54,Male,Scotland,<20
2830,35-44,Male,South England,60-80
2831,45-54,Male,Midlands,80+
2832,25-34,Female,Midlands,60-80
2833,25-34,Female,Scotland,60-80
2834,65+,Male,Midlands,20-40
2835,25-34,Female,Wales,20-40
2836,45-54,Male,Midlands,40-60
2837,25-34,Male,Wales,<20
2838,18-24,Male,South England,80+
2839,18-24,Male,North England,<20
2840,25-34,Male,London,80+
2841,55-64,Male,Scotland,<20
2842,35-44,Male,Scotland,60-80
2843,65+,Male,Wales,20-40
2844,45-54,Female,South England,<20
2845,35-44,Male,South England,60-80
2846,45-54,Female,London,20-40
2847,45-54,Male,North England,60-80
2848,55-64,Male,Scotland,40-60
2849,35-44,Male,Wales,<20
2850,35-44,Male,South England,80+
2851,65+,Female,Scotland,40-60
2852,65+,Male,Wales,60-80
2853,65+,Female,Midlands,40-60
2854,35-44,Female,Scotland,40-60
2855,55-64,Female,North England,20-40
2856,35-44,Female,Wales,20-40
2857,35-44,Female,North England,40-60
2858,25-34,Male,Scotland,20-40
2859,45-54,Female,Midlands,20-40
2860,25-34,Male,North England,40-60
2861,35-44,Male,South England,40-60
2862,55-64,Male,Wales,<20
2863,25-34,Female,Scotland,20-40
2864,18-24,Female,Midlands,20-40
2865,18-24,Male,South England,<20
2866,65+,Female,Scotland,20-40
2867,45-54,Male,Midlands,<20
2868,35-44,Male,South England,80+
2869,55-64,Male,North England,60-80
2870,55-64,Male,Scotland,<20
2871,35-44,Male,Scotland,<20
2872,45-54,Female,North England,60-80
2873,55-64,Female,London,20-40
2874,45-54,Male,South England,60-80
2875,25-34,Female,North England,80+
2876,65+,Female,Scotland,40-60
2877,45-54,Female,South England,20-40
2878,35-44,Female,South England,60-80
2879,35-44,Male,London,80+
2880,18-24,Female,Scotland,40-60
2881,25-34,Female,Midlands,40-60
2882,55-64,Male,London,20-40
2883,18-24,Male,London,20-40
2884,35-44,Female,Midlands,60-80
2885,45-54,Male,Midlands,80+
2886,18-24,Other,London,40-60
2887,65+,Male,South England,60-80
2888,25-34,Female,North England,20-40
2889,35-44,Male,North England,20-40
2890,35-44,Female,London,40-60
2891,25-34,Female,South England,20-40
2892,18-24,Male,Midlands,40-60
2893,55-64,Female,Wales,20-40
2894,65+,Male,London,60-80
2895,25-34,Male,Scotland,60-80
2896,45-54,Male,South England,40-60
2897,55-64,Female,Scotland,20-40
2898,55-64,Male,Scotland,40-60
2899,35-44,Male,London,80+
2900,35-44,Male,South England,40-60
2901,35-44,Female,Scotland,<20
2902,55-64,Female,South England,<20
2903,55-64,Male,North England,20-40
2904,25-34,Male,Wales,20-40
2905,35-44,Female,Scotland,60-80
2906,65+,Male,Scotland,60-80
2907,55-64,Female,South England,20-40
2908,65+,Female,Wales,20-40
2909,55-64,Female,North England,20-40
2910,35-44,Male,Scotland,80+
2911,45-54,Female,London,40-60
2912,45-54,Female,South England,40-60
2913,18-24,Female,South England,20-40
2914,45-54,Male,Scotland,40-60
2915,55-64,Male,North England,20-40
2916,25-34,Male,Scotland,20-40
2917,55-64,Female,Midlands,40-60
2918,45-54,Female,Scotland,40-60
2919,65+,Male,Wales,20-40
2920,18-24,Male,Wales,<20
2921,25-34,Male,Midlands,20-40
2922,45-54,Female,Wales,20-40
2923,35-44,Female,Wales,40-60
2924,55-64,Male,London,80+
2925,55-64,Male,South England,<20
2926,25-34,Male,Wales,20-40
2927,45-54,Female,South England,20-40
2928,45-54,Female,North England,40-60
2929,35-44,Female,Scotland,20-40
2930,65+,Male,London,60-80
2931,55-64,Female,Midlands,20-40
2932,45-54,Male,North England,40-60
2933,55-64,Female,London,80+
2934,35-44,Male,London,80+
2935,65+,Female,Midlands,80+
2936,45-54,Female,Midlands,60-80
2937,55-64,Female,South England,80+
2938,55-64,Female,Scotland,20-40
2939,25-34,Male,North England,20-40
2940,55-64,Male,Scotland,<20
2941,25-34,Female,North England,60-80
2942,35-44,Male,London,80+
2943,35-44,Male,Wales,20-40
2944,65+,Male,Wales,40-60
2945,55-64,Female,Midlands,60-80
2946,55-64,Male,Midlands,80+
2947,55-64,Male,London,40-60
2948,45-54,Male,London,80+
2949,65+,Male,North England,20-40
2950,35-44,Female,London,20-40
2951,35-44,Other,North England,40-60
2952,25-34,Female,Scotland,20-40
2953,55-64,Male,Midlands,<20
2954,55-64,Female,Midlands,60-80
2955,35-44,Female,Wales,60-80
2956,18-24,Male,Wales,60-80
2957,55-64,Female,Midlands,20-40
2958,18-24,Female,Scotland,40-60
2959,55-64,Female,Scotland,20-40
2960,65+,Female,South England,<20
2961,35-44,Male,North England,40-60
2962,25-34,Male,Wales,<20
2963,55-64,Female,North England,<20
2964,55-64,Male,Wales,60-80
2965,45-54,Male,South England,<20
2966,65+,Female,Midlands,80+
2967,18-24,Female,North England,40-60
2968,45-54,Male,Wales,80+
2969,55-64,Female,North England,<20
2970,55-64,Female,Midlands,40-60
2971,25-34,Female,London,20-40
2972,55-64,Male,Wales,60-80
2973,45-54,Male,London,20-40
2974,35-44,Male,South England,20-40
2975,25-34,Male,Scotland,60-80
2976,55-64,Male,North England,20-40
2977,25-34,Male,Wales,<20
2978,35-44,Male,North England,20-40
2979,35-44,Female,South England,40-60
2980,65+,Male,South England,20-40
2981,45-54,Female,North England,20-40
2982,55-64,Female,Wales,<20
2983,25-34,Male,Midlands,40-60
2984,45-54,Female,Midlands,60-80
2985,45-54,Female,Scotland,20-40
2986,55-64,Male,North England,20-40
2987,65+,Female,North England,<20
2988,18-24,Male,Wales,20-40
2989,45-54,Female,North England,20-40
2990,18-24,Male,Wales,40-60
2991,45-54,Female,North England,40-60
2992,35-44,Male,South England,80+
2993,35-44,Female,London,<20
2994,35-44,Male,North England,40-60
2995,45-54,Female,London,40-60
2996,35-44,Female,Midlands,40-60
2997,55-64,Male,Scotland,60-80
2998,35-44,Female,Midlands,20-40
2999,18-24,Male,North England,<20
3000,55-64,Female,Wales,40-60
3001,35-44,Female,Midlands,20-40
3002,35-44,Female,South England,<20
3003,45-54,Female,London,20-40
3004,35-44,Male,Wales,20-40
3005,18-24,Male,Wales,40-60
3006,35-44,Male,North England,20-40
3007,65+,Female,South England,20-40
3008,45-54,Male,London,40-60
3009,45-54,Female,South England,40-60
3010,45-54,Female,Midlands,80+
3011,25-34,Male,North England,<20
3012,35-44,Female,Wales,80+
3013,55-64,Male,Wales,40-60
3014,25-34,Male,Midlands,60-80
3015,25-34,Female,Wales,20-40
3016,25-34,Male,Scotland,40-60
3017,35-44,Male,North England,60-80
3018,65+,Female,Midlands,80+
3019,18-24,Male,North England,20-40
3020,45-54,Female,London,20-40
3021,25-34,Female,North England,40-60
3022,65+,Male,North England,80+
3023,25-34,Male,London,20-40
3024,35-44,Female,Midlands,40-60
3025,55-64,Male,North England,60-80
3026,55-64,Male,South England,60-80
3027,35-44,Female,North England,40-60
3028,35-44,Male,Midlands,20-40
3029,35-44,Female,Wales,80+
3030,25-34,Male,London,40-60
3031,25-34,Male,Wales,60-80
3032,35-44,Male,Midlands,20-40
3033,25-34,Female,Scotland,40-60
3034,35-44,Female,Wales,20-40
3035,45-54,Female,North England,20-40
3036,65+,Male,North England,60-80
3037,45-54,Male,London,40-60
3038,18-24,Male,North England,40-60
3039,18-24,Female,South England,20-40
3040,65+,Female,South England,40-60
3041,35-44,Female,Wales,20-40
3042,18-24,Male,Midlands,40-60
3043,45-54,Female,London,20-40
3044,45-54,Male,Scotland,60-80
3045,45-54,Female,Wales,60-80
3046,25-34,Male,Midlands,20-40
3047,18-24,Female,London,20-40
3048,65+,Male,London,40-60
3049,25-34,Male,Wales,40-60
3050,45-54,Female,Midlands,60-80
3051,55-64,Male,Midlands,40-60
3052,45-54,Male,North England,20-40
3053,35-44,Female,Scotland,20-40
3054,25-34,Female,South England,20-40
3055,45-54,Female,North England,20-40
3056,55-64,Male,London,40-60
3057,65+,Female,Scotland,<20
3058,25-34,Female,Scotland,80+
3059,25-34,Male,Midlands,60-80
3060,65+,Female,Scotland,60-80
3061,55-64,Male,Wales,80+
3062,65+,Male,Scotland,20-40
3063,25-34,Male,London,60-80
3064,45-54,Male,Wales,20-40
3065,55-64,Female,Wales,<20
3066,45-54,Female,North England,60-80
3067,35-44,Female,Scotland,<20
3068,18-24,Female,Midlands,80+
3069,45-54,Male,North England,40-60
3070,25-34,Female,Midlands,60-80
3071,35-44,Female,Scotland,20-40
3072,65+,Male,North England,40-60
3073,35-44,Female,Scotland,<20
3074,55-64,Female,London,60-80
3075,25-34,Female,North England,20-40
3076,45-54,Female,Midlands,40-60
3077,65+,Male,London,20-40
3078,25-34,Male,South England,<20
3079,18-24,Male,Midlands,40-60
3080,35-44,Female,Scotland,20-40
3081,18-24,Female,Midlands,60-80
3082,55-64,Other,South England,20-40
3083,65+,Male,Midlands,20-40
3084,35-44,Male,London,40-60
3085,25-34,Female,Wales,20-40
3086,35-44,Female,Midlands,20-40
3087,55-64,Male,North England,60-80
3088,18-24,Female,South England,20-40
3089,45-54,Female,Midlands,<20
3090,45-54,Female,South England,20-40
3091,45-54,Female,Wales,20-40
3092,25-34,Male,London,40-60
3093,55-64,Female,North England,20-40
3094,18-24,Female,Scotland,60-80
3095,25-34,Male,Midlands,<20
3096,65+,Male,London,20-40
3097,55-64,Female,South England,20-40
3098,18-24,Male,Wales,40-60
3099,25-34,Male,South England,80+
3100,25-34,Female,Wales,40-60
3101,25-34,Male,Wales,80+
3102,25-34,Female,London,20-40
3103,18-24,Male,Midlands,<20
3104,35-44,Female,Scotland,20-40
3105,55-64,Male,Midlands,20-40
3106,45-54,Male,North England,20-40
3107,45-54,Male,Midlands,<20
3108,18-24,Female,Wales,20-40
3109,65+,Female,Wales,20-40
3110,55-64,Male,North England,<20
3111,55-64,Female,South England,20-40
3112,55-64,Female,Wales,80+
3113,65+,Female,North England,20-40
3114,45-54,Male,Wales,60-80
3115,25-34,Female,Scotland,40-60
3116,45-54,Male,Wales,20-40
3117,55-64,Male,London,20-40
3118,55-64,Female,North England,20-40
3119,45-54,Female,Midlands,40-60
3120,18-24,Male,North England,20-40
3121,35-44,Male,South England,20-40
3122,65+,Female,Wales,<20
3123,45-54,Female,North England,60-80
3124,45-54,Male,Scotland,20-40
3125,25-34,Female,North England,40-60
3126,35-44,Male,Scotland,40-60
3127,65+,Male,Wales,60-80
3128,45-54,Female,Midlands,40-60
3129,55-64,Male,Wales,40-60
3130,35-44,Male,South England,80+
3131,45-54,Female,London,60-80
3132,25-34,Female,Midlands,<20
3133,55-64,Male,Midlands,20-40
3134,35-44,Female,London,60-80
3135,35-44,Female,North England,60-80
3136,45-54,Male,Wales,40-60
3137,65+,Female,North England,40-60
3138,18-24,Male,North England,40-60
3139,55-64,Male,Wales,20-40
3140,35-44,Female,South England,40-60
3141,35-44,Female,Midlands,<20
3142,18-24,Male,Scotland,80+
3143,35-44,Male,London,60-80
3144,45-54,Female,Midlands,40-60
3145,18-24,Male,North England,20-40
3146,35-44,Male,London,20-40
3147,65+,Male,Scotland,20-40
3148,25-34,Female,Midlands,40-60
3149,55-64,Male,Midlands,40-60
3150,35-44,Male,South England,20-40
3151,45-54,Female,Midlands,40-60
3152,25-34,Female,Midlands,60-80
3153,25-34,Female,Scotland,<20
3154,25-34,Male,Scotland,40-60
3155,18-24,Female,London,60-80
3156,25-34,Male,North England,40-60
3157,45-54,Male,Scotland,40-60
3158,65+,Female,London,40-60
3159,55-64,Male,Midlands,80+
3160,45-54,Male,London,<20
3161,25-34,Male,London,40-60
3162,35-44,Male,London,<20
3163,35-44,Male,Wales,20-40
3164,25-34,Other,London,20-40
3165,45-54,Male,Scotland,20-40
3166,45-54,Male,Wales,80+
3167,35-44,Male,North England,80+
3168,35-44,Female,London,20-40
3169,55-64,Female,South England,40-60
3170,55-64,Male,Midlands,40-60
3171,35-44,Female,Midlands,60-80
3172,65+,Male,Wales,40-60
3173,65+,Male,Midlands,<20
3174,35-44,Male,Midlands,60-80
3175,35-44,Male,Wales,60-80
3176,45-54,Male,Midlands,40-60
3177,65+,Female,London,80+
3178,65+,Male,North England,80+
3179,25-34,Female,Wales,40-60
3180,35-44,Male,South England,40-60
3181,45-54,Male,Wales,80+
3182,45-54,Male,Scotland,20-40
3183,25-34,Female,South England,20-40
3184,55-64,Male,Scotland,20-40
3185,45-54,Female,Wales,80+
3186,55-64,Male,Scotland,60-80
3187,55-64,Male,South England,<20
3188,55-64,Male,London,80+
3189,35-44,Male,Wales,60-80
3190,45-54,Male,Wales,60-80
3191,25-34,Male,Midlands,<20
3192,45-54,Female,Wales,40-60
3193,25-34,Male,Wales,40-60
3194,45-54,Female,London,40-60
3195,25-34,Male,Midlands,40-60
3196,25-34,Female,North England,60-80
3197,25-34,Female,Scotland,20-40
3198,18-24,Male,South England,60-80
3199,55-64,Male,North England,20-40
3200,55-64,Female,Midlands,20-40
3201,45-54,Female,London,<20
3202,25-34,Male,South England,20-40
3203,18-24,Male,Scotland,20-40
3204,18-24,Female,Wales,60-80
3205,25-34,Male,Wales,40-60
3206,65+,Female,North England,20-40
3207,25-34,Male,Scotland,40-60
3208,35-44,Male,Midlands,<20
3209,25-34,Female,Scotland,20-40
3210,25-34,Female,London,40-60
3211,45-54,Male,North England,40-60
3212,45-54,Male,North England,60-80
3213,25-34,Female,London,20-40
3214,18-24,Female,Scotland,60-80
3215,35-44,Male,London,40-60
3216,25-34,Female,South England,80+
3217,25-34,Female,London,20-40
3218,65+,Female,Scotland,40-60
3219,45-54,Female,London,40-60
3220,45-54,Male,Midlands,80+
3221,35-44,Female,Wales,20-40
3222,35-44,Female,London,40-60
3223,45-54,Male,Wales,20-40
3224,45-54,Male,London,40-60
3225,55-64,Male,Scotland,20-40
3226,25-34,Female,South England,<20
3227,45-54,Male,South England,40-60
3228,35-44,Female,Wales,20-40
3229,65+,Female,Scotland,20-40
3230,45-54,Female,Scotland,20-40
3231,45-54,Female,Scotland,<20
3232,25-34,Female,Midlands,80+
3233,45-54,Male,North England,40-60
3234,25-34,Female,London,60-80
3235,35-44,Male,Scotland,20-40
3236,25-34,Female,Scotland,80+
3237,45-54,Male,Scotland,40-60
3238,25-34,Other,South England,40-60
3239,35-44,Female,Scotland,40-60
3240,65+,Female,London,60-80
3241,25-34,Male,Scotland,40-60
3242,45-54,Male,London,20-40
3243,35-44,Female,Midlands,<20
3244,18-24,Male,North England,40-60
3245,55-64,Female,South England,40-60
3246,18-24,Male,London,<20
3247,35-44,Female,Wales,20-40
3248,45-54,Male,Midlands,40-60
3249,45-54,Female,North England,60-80
3250,45-54,Female,North England,<20
3251,25-34,Male,North England,20-40
3252,18-24,Male,London,60-80
3253,55-64,Male,Midlands,40-60
3254,45-54,Female,Scotland,20-40
3255,55-64,Female,Wales,60-80
3256,55-64,Female,Midlands,40-60
3257,55-64,Female,Midlands,40-60
3258,35-44,Male,Midlands,80+
3259,35-44,Male,London,80+
3260,55-64,Male,Wales,20-40
3261,35-44,Male,London,<20
3262,25-34,Female,Wales,20-40
3263,55-64,Female,Wales,<20
3264,65+,Male,London,<20
3265,35-44,Female,Wales,20-40
3266,18-24,Female,Midlands,80+
3267,35-44,Male,London,60-80
3268,55-64,Male,Wales,40-60
3269,65+,Male,North England,40-60
3270,25-34,Female,London,<20
3271,18-24,Female,South England,20-40
3272,65+,Female,London,<20
3273,35-44,Male,London,60-80
3274,45-54,Male,London,<20
3275,65+,Female,Wales,60-80
3276,18-24,Female,London,40-60
3277,45-54,Female,South England,20-40
3278,18-24,Female,Scotland,20-40
3279,35-44,Male,London,40-60
3280,55-64,Female,North England,80+
3281,35-44,Female,South England,60-80
3282,65+,Male,Scotland,20-40
3283,45-54,Female,Wales,40-60
3284,35-44,Male,London,20-40
3285,25-34,Male,Scotland,80+
3286,35-44,Male,North England,60-80
3287,35-44,Male,South England,40-60
3288,18-24,Male,South England,20-40
3289,35-44,Male,Wales,40-60
